age,job,marital,education,default,housing,loan,contact,day,month,duration,campaign,pdays,poutcome,y,month_new,job_new,marital_new,education_new,default_new,housing_new,loan_new,contact_new,poutcome_new,y_new,balance_new,duration_new
32330,36,technician,divorced,secondary,no,yes,yes,cellular,8,may,104,4,252,failure,no,5,9,0,1,0,1,1,0,0,0,515.0,104.0
32331,39,services,married,secondary,no,yes,yes,cellular,8,may,40,6,343,failure,no,5,7,1,1,0,1,1,0,0,0,-762.0,40.0
32332,43,self-employed,married,secondary,no,yes,no,cellular,8,may,612,3,-1,unknown,no,5,6,1,1,0,1,0,0,3,0,56.0,547.0
32333,50,management,married,tertiary,no,yes,no,cellular,8,may,506,2,170,failure,no,5,4,1,2,0,1,0,0,0,0,-470.0,506.0
32334,56,blue-collar,single,primary,no,yes,no,telephone,8,may,191,2,347,failure,no,5,1,2,0,0,1,0,1,0,0,39.0,191.0
32335,41,technician,married,secondary,no,yes,yes,cellular,8,may,296,5,361,failure,no,5,9,1,1,0,1,1,0,0,0,2576.0,296.0
32336,31,services,married,primary,no,yes,no,cellular,8,may,174,2,-1,unknown,no,5,7,1,0,0,1,0,0,3,0,11.0,174.0
32337,52,blue-collar,married,primary,no,no,no,cellular,8,may,224,2,170,failure,no,5,1,1,0,0,0,0,0,0,0,863.0,224.0
32338,48,technician,married,tertiary,no,yes,no,cellular,8,may,235,2,-1,unknown,no,5,9,1,2,0,1,0,0,3,0,443.0,235.0
32339,45,management,divorced,tertiary,no,yes,no,cellular,8,may,128,3,322,failure,no,5,4,0,2,0,1,0,0,0,0,2237.0,128.0
32340,42,admin.,married,secondary,no,no,no,cellular,8,may,144,2,-1,unknown,no,5,0,1,1,0,0,0,0,3,0,3104.0,144.0
32341,40,blue-collar,married,secondary,no,yes,no,cellular,8,may,55,2,298,failure,no,5,1,1,1,0,1,0,0,0,0,498.0,55.0
32343,47,retired,married,primary,no,no,yes,telephone,8,may,479,2,359,failure,yes,5,5,1,0,0,0,1,1,0,1,1374.0,479.0
32344,34,technician,married,tertiary,no,no,no,cellular,8,may,413,2,-1,unknown,no,5,9,1,2,0,0,0,0,3,0,116.0,413.0
32345,24,services,single,secondary,no,yes,no,cellular,8,may,211,2,337,other,no,5,7,2,1,0,1,0,0,1,0,281.0,211.0
32346,51,management,married,tertiary,no,yes,no,cellular,8,may,129,2,-1,unknown,no,5,4,1,2,0,1,0,0,3,0,257.0,129.0
32347,38,management,divorced,tertiary,no,yes,no,cellular,8,may,295,2,343,other,no,5,4,0,2,0,1,0,0,1,0,637.0,295.0
32349,43,blue-collar,married,secondary,no,yes,no,cellular,8,may,216,2,368,failure,no,5,1,1,1,0,1,0,0,0,0,490.0,216.0
32350,36,technician,married,secondary,no,yes,no,cellular,8,may,152,2,347,failure,no,5,9,1,1,0,1,0,0,0,0,23.0,152.0
32352,34,blue-collar,married,primary,no,yes,no,cellular,8,may,405,3,-1,unknown,no,5,1,1,0,0,1,0,0,3,0,174.0,405.0
32354,40,services,married,primary,no,yes,yes,cellular,8,may,361,3,-1,unknown,no,5,7,1,0,0,1,1,0,3,0,170.0,361.0
32355,51,blue-collar,married,secondary,no,yes,no,cellular,8,may,311,3,-1,unknown,no,5,1,1,1,0,1,0,0,3,0,1022.0,311.0
32357,37,services,single,secondary,no,yes,no,cellular,8,may,348,4,350,other,no,5,7,2,1,0,1,0,0,1,0,393.0,348.0
32358,39,admin.,married,secondary,no,yes,no,telephone,8,may,283,3,296,failure,no,5,0,1,1,0,1,0,1,0,0,0.0,283.0
32359,36,blue-collar,married,primary,no,yes,no,cellular,8,may,108,2,367,failure,no,5,1,1,0,0,1,0,0,0,0,0.0,108.0
32360,38,blue-collar,married,primary,no,yes,no,cellular,8,may,583,2,-1,unknown,no,5,1,1,0,0,1,0,0,3,0,0.0,547.0
32361,32,blue-collar,married,secondary,no,yes,no,telephone,8,may,265,4,337,failure,no,5,1,1,1,0,1,0,1,0,0,95.0,265.0
32362,43,blue-collar,married,primary,no,no,no,cellular,8,may,487,2,367,other,no,5,1,1,0,0,0,0,0,1,0,60.0,487.0
32363,52,management,single,tertiary,no,no,no,cellular,8,may,466,1,354,failure,no,5,4,2,2,0,0,0,0,0,0,824.0,466.0
32364,36,blue-collar,married,secondary,no,yes,no,cellular,8,may,263,1,171,failure,no,5,1,1,1,0,1,0,0,0,0,153.0,263.0
32365,38,blue-collar,married,secondary,no,yes,no,cellular,8,may,83,1,367,failure,no,5,1,1,1,0,1,0,0,0,0,395.0,83.0
32366,44,technician,single,secondary,no,yes,no,cellular,8,may,324,2,268,failure,no,5,9,2,1,0,1,0,0,0,0,140.0,324.0
32367,48,blue-collar,married,primary,no,yes,no,telephone,8,may,267,3,-1,unknown,no,5,1,1,0,0,1,0,1,3,0,1778.0,267.0
32368,39,services,married,primary,no,yes,no,cellular,8,may,340,2,312,failure,no,5,7,1,0,0,1,0,0,0,0,324.0,340.0
32369,41,blue-collar,married,secondary,no,yes,no,telephone,8,may,546,3,368,failure,no,5,1,1,1,0,1,0,1,0,0,211.0,546.0
32370,44,technician,divorced,secondary,no,yes,no,cellular,8,may,364,1,365,failure,no,5,9,0,1,0,1,0,0,0,0,177.0,364.0
32371,55,blue-collar,married,secondary,no,yes,no,cellular,8,may,156,4,-1,unknown,no,5,1,1,1,0,1,0,0,3,0,1569.0,156.0
32372,42,management,married,secondary,no,yes,no,cellular,8,may,288,3,172,failure,no,5,4,1,1,0,1,0,0,0,0,3018.0,288.0
32373,34,services,married,secondary,no,yes,no,cellular,8,may,129,4,-1,unknown,no,5,7,1,1,0,1,0,0,3,0,-85.0,129.0
32374,26,admin.,married,secondary,no,yes,no,cellular,8,may,282,5,347,other,no,5,0,1,1,0,1,0,0,1,0,354.0,282.0
32375,36,technician,married,secondary,no,yes,no,cellular,8,may,89,1,-1,unknown,no,5,9,1,1,0,1,0,0,3,0,-355.0,89.0
32376,36,unemployed,married,primary,no,yes,no,cellular,8,may,152,1,-1,unknown,no,5,10,1,0,0,1,0,0,3,0,771.0,152.0
32377,36,blue-collar,married,secondary,no,yes,no,cellular,8,may,323,1,-1,unknown,no,5,1,1,1,0,1,0,0,3,0,55.0,323.0
32378,54,blue-collar,married,primary,no,yes,no,cellular,8,may,311,1,-1,unknown,no,5,1,1,0,0,1,0,0,3,0,428.0,311.0
32379,50,blue-collar,single,primary,no,yes,no,cellular,8,may,108,1,-1,unknown,no,5,1,2,0,0,1,0,0,3,0,496.0,108.0
32380,49,retired,married,secondary,no,yes,yes,cellular,8,may,199,1,301,other,no,5,5,1,1,0,1,1,0,1,0,993.0,199.0
32381,33,blue-collar,married,primary,no,yes,no,cellular,8,may,548,1,-1,unknown,no,5,1,1,0,0,1,0,0,3,0,139.0,547.0
32382,39,blue-collar,married,secondary,no,yes,no,cellular,8,may,177,1,-1,unknown,no,5,1,1,1,0,1,0,0,3,0,-405.0,177.0
32383,34,blue-collar,married,primary,no,yes,no,telephone,8,may,26,1,-1,unknown,no,5,1,1,0,0,1,0,1,3,0,3.0,26.0
32385,38,blue-collar,married,primary,no,no,no,telephone,8,may,15,1,-1,unknown,no,5,1,1,0,0,0,0,1,3,0,1597.0,15.0
32386,38,self-employed,single,tertiary,no,yes,no,cellular,8,may,423,1,-1,unknown,yes,5,6,2,2,0,1,0,0,3,1,1612.0,423.0
32387,34,admin.,divorced,secondary,no,yes,no,cellular,8,may,81,2,365,failure,no,5,0,0,1,0,1,0,0,0,0,140.0,81.0
32388,42,services,married,secondary,no,yes,yes,cellular,8,may,211,1,358,failure,no,5,7,1,1,0,1,1,0,0,0,714.0,211.0
32389,42,admin.,divorced,secondary,no,no,no,cellular,8,may,322,1,323,failure,no,5,0,0,1,0,0,0,0,0,0,256.0,322.0
32390,37,management,single,tertiary,no,yes,no,cellular,8,may,349,1,-1,unknown,no,5,4,2,2,0,1,0,0,3,0,105.0,349.0
32391,30,blue-collar,married,secondary,no,yes,no,cellular,11,may,102,3,-1,unknown,no,5,1,1,1,0,1,0,0,3,0,514.0,102.0
32392,45,retired,divorced,secondary,no,yes,no,cellular,11,may,82,2,-1,unknown,no,5,5,0,1,0,1,0,0,3,0,187.0,82.0
32394,57,management,married,secondary,no,yes,no,telephone,11,may,20,5,-1,unknown,no,5,4,1,1,0,1,0,1,3,0,657.0,20.0
32395,38,technician,married,secondary,no,yes,no,telephone,11,may,21,5,346,other,no,5,9,1,1,0,1,0,1,1,0,1333.0,21.0
32396,46,admin.,divorced,primary,no,yes,no,cellular,11,may,62,3,339,failure,no,5,0,0,0,0,1,0,0,0,0,1807.0,62.0
32397,29,blue-collar,married,secondary,no,yes,no,cellular,11,may,138,3,353,other,no,5,1,1,1,0,1,0,0,1,0,37.0,138.0
32398,36,technician,married,secondary,no,yes,no,cellular,11,may,61,3,255,failure,no,5,9,1,1,0,1,0,0,0,0,432.0,61.0
32399,46,blue-collar,married,primary,no,yes,no,telephone,11,may,30,4,304,other,no,5,1,1,0,0,1,0,1,1,0,0.0,30.0
32400,34,technician,single,secondary,no,yes,yes,cellular,11,may,88,2,343,other,no,5,9,2,1,0,1,1,0,1,0,664.0,88.0
32404,55,management,married,tertiary,no,yes,no,cellular,11,may,125,2,175,failure,no,5,4,1,2,0,1,0,0,0,0,1402.0,125.0
32405,27,blue-collar,single,primary,no,yes,yes,cellular,11,may,50,5,-1,unknown,no,5,1,2,0,0,1,1,0,3,0,68.0,50.0
32406,43,blue-collar,married,secondary,no,yes,no,telephone,11,may,28,2,306,failure,no,5,1,1,1,0,1,0,1,0,0,704.0,28.0
32408,36,services,divorced,secondary,no,yes,yes,cellular,11,may,80,1,-1,unknown,no,5,7,0,1,0,1,1,0,3,0,223.0,80.0
32409,57,self-employed,married,primary,no,yes,yes,cellular,11,may,108,6,371,failure,no,5,6,1,0,0,1,1,0,0,0,-34.0,108.0
32410,30,services,married,secondary,no,yes,yes,cellular,11,may,295,1,-1,unknown,no,5,7,1,1,0,1,1,0,3,0,52.0,295.0
32411,41,self-employed,married,tertiary,no,yes,no,cellular,11,may,573,1,28,other,no,5,6,1,2,0,1,0,0,1,0,355.0,547.0
32413,53,management,married,primary,no,yes,yes,telephone,11,may,22,1,-1,unknown,no,5,4,1,0,0,1,1,1,3,0,72.0,22.0
32414,60,admin.,married,secondary,no,yes,no,cellular,11,may,443,1,350,failure,no,5,0,1,1,0,1,0,0,0,0,-396.0,443.0
32415,44,admin.,divorced,secondary,no,yes,no,cellular,11,may,55,1,171,failure,no,5,0,0,1,0,1,0,0,0,0,738.0,55.0
32416,50,retired,married,tertiary,no,yes,yes,cellular,11,may,67,1,-1,unknown,no,5,5,1,2,0,1,1,0,3,0,4.0,67.0
32417,45,blue-collar,married,primary,no,yes,no,telephone,11,may,64,1,362,failure,no,5,1,1,0,0,1,0,1,0,0,0.0,64.0
32418,39,admin.,divorced,secondary,no,yes,yes,cellular,11,may,249,1,-1,unknown,no,5,0,0,1,0,1,1,0,3,0,141.0,249.0
32420,33,blue-collar,married,primary,no,yes,no,telephone,11,may,26,1,-1,unknown,no,5,1,1,0,0,1,0,1,3,0,62.0,26.0
32421,50,blue-collar,married,secondary,no,yes,no,cellular,11,may,309,1,342,other,no,5,1,1,1,0,1,0,0,1,0,2419.0,309.0
32422,41,blue-collar,married,secondary,no,yes,no,cellular,11,may,313,1,349,other,no,5,1,1,1,0,1,0,0,1,0,-217.0,313.0
32424,47,blue-collar,married,secondary,no,yes,no,cellular,11,may,577,1,368,other,no,5,1,1,1,0,1,0,0,1,0,2548.0,547.0
32426,49,services,divorced,secondary,no,yes,no,cellular,11,may,158,1,-1,unknown,no,5,7,0,1,0,1,0,0,3,0,579.0,158.0
32427,43,blue-collar,married,primary,no,yes,yes,cellular,11,may,457,1,-1,unknown,no,5,1,1,0,0,1,1,0,3,0,-423.0,457.0
32428,38,services,married,secondary,no,yes,no,cellular,11,may,363,1,343,failure,no,5,7,1,1,0,1,0,0,0,0,741.0,363.0
32429,34,entrepreneur,married,primary,no,yes,no,cellular,11,may,547,1,-1,unknown,no,5,2,1,0,0,1,0,0,3,0,0.0,547.0
32431,38,blue-collar,married,secondary,no,yes,yes,cellular,11,may,210,1,-1,unknown,no,5,1,1,1,0,1,1,0,3,0,625.0,210.0
32433,34,services,divorced,secondary,no,yes,no,cellular,11,may,212,1,-1,unknown,no,5,7,0,1,0,1,0,0,3,0,1826.0,212.0
32434,44,blue-collar,married,secondary,no,yes,yes,cellular,11,may,528,1,-1,unknown,no,5,1,1,1,0,1,1,0,3,0,130.0,528.0
32435,32,management,married,tertiary,no,yes,yes,cellular,11,may,195,5,172,other,no,5,4,1,2,0,1,1,0,1,0,859.0,195.0
32436,38,blue-collar,married,secondary,no,yes,no,cellular,11,may,169,2,-1,unknown,no,5,1,1,1,0,1,0,0,3,0,97.0,169.0
32437,36,self-employed,married,secondary,no,yes,yes,cellular,11,may,210,1,-1,unknown,no,5,6,1,1,0,1,1,0,3,0,14.0,210.0
32438,36,technician,married,secondary,no,yes,no,cellular,11,may,179,1,304,failure,no,5,9,1,1,0,1,0,0,0,0,483.0,179.0
32440,40,services,married,secondary,no,yes,no,cellular,11,may,94,1,-1,unknown,no,5,7,1,1,0,1,0,0,3,0,1185.0,94.0
32442,43,management,divorced,tertiary,no,yes,no,cellular,11,may,313,1,369,failure,no,5,4,0,2,0,1,0,0,0,0,221.0,313.0
32443,45,blue-collar,married,secondary,no,yes,no,cellular,11,may,261,1,-1,unknown,no,5,1,1,1,0,1,0,0,3,0,746.0,261.0
32444,36,services,single,secondary,no,yes,no,cellular,11,may,496,1,-1,unknown,no,5,7,2,1,0,1,0,0,3,0,198.0,496.0
32445,52,housemaid,divorced,secondary,no,yes,yes,cellular,11,may,87,1,-1,unknown,no,5,3,0,1,0,1,1,0,3,0,131.0,87.0
32446,37,blue-collar,married,primary,no,no,no,telephone,11,may,108,2,306,failure,no,5,1,1,0,0,0,0,1,0,0,0.0,108.0
32447,36,blue-collar,divorced,primary,no,yes,no,cellular,11,may,285,1,-1,unknown,no,5,1,0,0,0,1,0,0,3,0,666.0,285.0
32448,38,blue-collar,divorced,secondary,no,yes,no,cellular,11,may,580,1,173,failure,no,5,1,0,1,0,1,0,0,0,0,0.0,547.0
32450,39,entrepreneur,single,tertiary,no,no,yes,cellular,11,may,128,3,371,failure,no,5,2,2,2,0,0,1,0,0,0,243.0,128.0
32452,35,management,divorced,tertiary,no,yes,no,cellular,11,may,277,1,271,success,no,5,4,0,2,0,1,0,0,2,0,434.0,277.0
32455,38,retired,married,unknown,no,no,no,cellular,11,may,94,1,350,other,no,5,5,1,3,0,0,0,0,1,0,304.0,94.0
32457,39,admin.,single,unknown,no,yes,no,cellular,11,may,62,1,-1,unknown,no,5,0,2,3,0,1,0,0,3,0,0.0,62.0
32458,54,entrepreneur,married,secondary,yes,yes,no,cellular,11,may,341,1,-1,unknown,no,5,2,1,1,1,1,0,0,3,0,401.0,341.0
32460,33,blue-collar,married,secondary,no,yes,no,telephone,11,may,32,5,-1,unknown,no,5,1,1,1,0,1,0,1,3,0,7.0,32.0
32461,39,services,married,secondary,no,yes,no,cellular,11,may,344,1,-1,unknown,no,5,7,1,1,0,1,0,0,3,0,-404.0,344.0
32462,29,admin.,single,tertiary,no,yes,no,cellular,11,may,195,1,357,other,no,5,0,2,2,0,1,0,0,1,0,200.0,195.0
32463,49,admin.,divorced,secondary,no,yes,yes,cellular,11,may,469,1,350,failure,no,5,0,0,1,0,1,1,0,0,0,-212.0,469.0
32464,29,technician,divorced,secondary,no,yes,yes,cellular,11,may,58,1,305,failure,no,5,9,0,1,0,1,1,0,0,0,477.0,58.0
32465,36,management,married,tertiary,no,yes,no,cellular,11,may,155,2,-1,unknown,no,5,4,1,2,0,1,0,0,3,0,269.0,155.0
32466,36,entrepreneur,single,secondary,no,yes,no,cellular,11,may,629,1,173,failure,yes,5,2,2,1,0,1,0,0,0,1,866.0,547.0
32467,31,technician,single,secondary,no,yes,yes,telephone,11,may,243,1,-1,unknown,no,5,9,2,1,0,1,1,1,3,0,550.0,243.0
32468,31,self-employed,married,tertiary,yes,yes,no,cellular,11,may,12,5,-1,unknown,no,5,6,1,2,1,1,0,0,3,0,147.0,12.0
32469,37,blue-collar,divorced,primary,no,yes,no,telephone,11,may,42,1,-1,unknown,no,5,1,0,0,0,1,0,1,3,0,511.0,42.0
32470,34,technician,married,secondary,no,yes,no,cellular,11,may,460,1,-1,unknown,no,5,9,1,1,0,1,0,0,3,0,1075.0,460.0
32471,47,admin.,married,secondary,no,yes,no,cellular,11,may,183,1,-1,unknown,no,5,0,1,1,0,1,0,0,3,0,298.0,183.0
32472,38,blue-collar,divorced,secondary,no,yes,no,cellular,11,may,242,1,-1,unknown,no,5,1,0,1,0,1,0,0,3,0,158.0,242.0
32473,39,management,married,tertiary,no,yes,no,cellular,11,may,112,1,-1,unknown,no,5,4,1,2,0,1,0,0,3,0,0.0,112.0
32474,35,student,single,tertiary,no,yes,no,cellular,11,may,197,1,277,failure,no,5,8,2,2,0,1,0,0,0,0,873.0,197.0
32475,30,student,single,secondary,no,yes,no,cellular,11,may,150,1,370,failure,no,5,8,2,1,0,1,0,0,0,0,948.0,150.0
32479,46,blue-collar,married,primary,no,yes,no,cellular,11,may,422,1,364,success,no,5,1,1,0,0,1,0,0,2,0,101.0,422.0
32480,46,blue-collar,married,primary,no,yes,yes,cellular,11,may,182,2,-1,unknown,no,5,1,1,0,0,1,1,0,3,0,-339.0,182.0
32481,37,services,married,secondary,no,yes,no,cellular,11,may,152,1,-1,unknown,no,5,7,1,1,0,1,0,0,3,0,217.0,152.0
32483,42,services,married,secondary,no,yes,no,cellular,11,may,67,1,-1,unknown,no,5,7,1,1,0,1,0,0,3,0,174.0,67.0
32484,39,admin.,married,secondary,no,yes,no,cellular,11,may,279,1,370,failure,no,5,0,1,1,0,1,0,0,0,0,3047.0,279.0
32486,36,blue-collar,married,secondary,no,no,no,cellular,11,may,254,2,353,failure,no,5,1,1,1,0,0,0,0,0,0,-461.0,254.0
32488,36,services,married,secondary,no,yes,no,cellular,11,may,135,2,-1,unknown,no,5,7,1,1,0,1,0,0,3,0,1253.0,135.0
32489,31,services,single,secondary,no,yes,no,cellular,11,may,227,1,-1,unknown,no,5,7,2,1,0,1,0,0,3,0,166.0,227.0
32490,47,technician,divorced,unknown,no,yes,no,cellular,11,may,85,1,-1,unknown,no,5,9,0,3,0,1,0,0,3,0,442.0,85.0
32492,42,admin.,married,secondary,no,yes,no,cellular,11,may,80,1,308,failure,no,5,0,1,1,0,1,0,0,0,0,-396.0,80.0
32493,37,admin.,divorced,secondary,no,yes,yes,cellular,11,may,202,3,265,failure,no,5,0,0,1,0,1,1,0,0,0,295.0,202.0
32495,44,management,married,tertiary,no,yes,no,cellular,11,may,472,1,356,failure,no,5,4,1,2,0,1,0,0,0,0,-8.0,472.0
32496,51,admin.,single,secondary,no,yes,no,cellular,11,may,409,1,14,success,no,5,0,2,1,0,1,0,0,2,0,726.0,409.0
32497,31,blue-collar,married,secondary,no,yes,no,cellular,11,may,236,1,-1,unknown,no,5,1,1,1,0,1,0,0,3,0,457.0,236.0
32498,32,blue-collar,married,primary,no,yes,yes,cellular,11,may,308,1,-1,unknown,no,5,1,1,0,0,1,1,0,3,0,-94.0,308.0
32499,42,blue-collar,married,primary,no,yes,no,cellular,11,may,91,1,-1,unknown,no,5,1,1,0,0,1,0,0,3,0,659.0,91.0
32500,41,technician,married,secondary,no,yes,no,cellular,11,may,90,1,348,failure,no,5,9,1,1,0,1,0,0,0,0,-312.0,90.0
32501,60,services,divorced,secondary,no,yes,no,cellular,11,may,186,1,-1,unknown,no,5,7,0,1,0,1,0,0,3,0,1608.0,186.0
32502,59,services,married,secondary,no,yes,no,cellular,11,may,138,1,-1,unknown,no,5,7,1,1,0,1,0,0,3,0,33.0,138.0
32503,41,admin.,single,unknown,no,yes,no,cellular,11,may,442,1,370,failure,no,5,0,2,3,0,1,0,0,0,0,419.0,442.0
32504,43,services,divorced,unknown,no,yes,no,cellular,11,may,277,1,301,failure,no,5,7,0,3,0,1,0,0,0,0,-291.0,277.0
32505,57,blue-collar,divorced,secondary,no,yes,no,cellular,11,may,200,2,-1,unknown,no,5,1,0,1,0,1,0,0,3,0,311.0,200.0
32506,35,services,married,secondary,no,yes,yes,cellular,11,may,161,2,-1,unknown,no,5,7,1,1,0,1,1,0,3,0,240.0,161.0
32507,55,admin.,married,tertiary,no,yes,no,cellular,11,may,51,1,305,failure,no,5,0,1,2,0,1,0,0,0,0,59.0,51.0
32508,30,blue-collar,divorced,primary,no,yes,no,cellular,11,may,49,1,349,failure,no,5,1,0,0,0,1,0,0,0,0,2597.0,49.0
32510,36,self-employed,married,secondary,no,yes,no,cellular,11,may,198,1,-1,unknown,no,5,6,1,1,0,1,0,0,3,0,0.0,198.0
32512,29,blue-collar,married,secondary,no,yes,no,cellular,11,may,116,6,-1,unknown,no,5,1,1,1,0,1,0,0,3,0,0.0,116.0
32513,31,technician,single,secondary,no,yes,no,cellular,11,may,163,1,370,failure,no,5,9,2,1,0,1,0,0,0,0,0.0,163.0
32514,33,admin.,married,secondary,no,yes,no,cellular,11,may,100,1,-1,unknown,no,5,0,1,1,0,1,0,0,3,0,177.0,100.0
32515,51,blue-collar,married,secondary,no,yes,no,cellular,11,may,59,1,-1,unknown,no,5,1,1,1,0,1,0,0,3,0,3370.0,59.0
32517,55,services,married,secondary,no,yes,no,telephone,11,may,28,1,-1,unknown,no,5,7,1,1,0,1,0,1,3,0,761.0,28.0
32518,33,housemaid,married,secondary,no,yes,no,cellular,11,may,256,1,-1,unknown,no,5,3,1,1,0,1,0,0,3,0,826.0,256.0
32519,43,services,single,secondary,no,yes,no,cellular,11,may,295,1,370,failure,no,5,7,2,1,0,1,0,0,0,0,518.0,295.0
32520,40,blue-collar,single,primary,no,yes,yes,cellular,11,may,114,2,-1,unknown,no,5,1,2,0,0,1,1,0,3,0,0.0,114.0
32522,47,blue-collar,married,secondary,no,yes,no,cellular,11,may,170,1,370,failure,no,5,1,1,1,0,1,0,0,0,0,71.0,170.0
32523,30,self-employed,single,tertiary,no,yes,no,cellular,11,may,214,1,-1,unknown,no,5,6,2,2,0,1,0,0,3,0,137.0,214.0
32524,54,technician,divorced,secondary,no,yes,no,cellular,11,may,101,1,350,failure,no,5,9,0,1,0,1,0,0,0,0,1252.0,101.0
32525,45,blue-collar,married,unknown,no,yes,no,cellular,11,may,306,1,-1,unknown,no,5,1,1,3,0,1,0,0,3,0,-72.0,306.0
32526,41,self-employed,single,tertiary,no,yes,no,cellular,11,may,106,1,-1,unknown,no,5,6,2,2,0,1,0,0,3,0,428.0,106.0
32527,40,blue-collar,married,secondary,no,yes,no,cellular,11,may,231,1,-1,unknown,no,5,1,1,1,0,1,0,0,3,0,1844.0,231.0
32529,33,blue-collar,married,secondary,no,no,no,cellular,11,may,231,1,350,failure,no,5,1,1,1,0,0,0,0,0,0,358.0,231.0
32531,31,student,married,tertiary,no,no,no,cellular,11,may,247,2,367,other,no,5,8,1,2,0,0,0,0,1,0,0.0,247.0
32532,23,student,single,secondary,no,yes,no,cellular,11,may,239,5,367,failure,no,5,8,2,1,0,1,0,0,0,0,2412.0,239.0
32534,35,services,married,secondary,no,yes,no,cellular,11,may,219,1,173,failure,no,5,7,1,1,0,1,0,0,0,0,2048.0,219.0
32535,48,services,divorced,secondary,no,yes,no,cellular,11,may,199,1,326,other,no,5,7,0,1,0,1,0,0,1,0,457.0,199.0
32536,56,technician,married,secondary,no,yes,yes,cellular,11,may,102,6,349,failure,no,5,9,1,1,0,1,1,0,0,0,150.0,102.0
32537,55,retired,divorced,secondary,no,yes,no,cellular,11,may,190,1,300,failure,no,5,5,0,1,0,1,0,0,0,0,13.0,190.0
32539,44,blue-collar,single,secondary,no,yes,no,cellular,11,may,73,4,-1,unknown,no,5,1,2,1,0,1,0,0,3,0,-210.0,73.0
32540,43,blue-collar,divorced,secondary,no,yes,no,cellular,11,may,405,1,174,failure,no,5,1,0,1,0,1,0,0,0,0,898.0,405.0
32541,40,technician,single,secondary,no,yes,yes,cellular,11,may,274,1,-1,unknown,no,5,9,2,1,0,1,1,0,3,0,374.0,274.0
32542,39,services,divorced,secondary,no,yes,no,cellular,11,may,227,1,-1,unknown,no,5,7,0,1,0,1,0,0,3,0,-288.0,227.0
32543,31,admin.,single,secondary,no,yes,no,cellular,11,may,360,1,370,other,no,5,0,2,1,0,1,0,0,1,0,78.0,360.0
32544,34,technician,married,tertiary,no,yes,no,cellular,11,may,490,2,-1,unknown,no,5,9,1,2,0,1,0,0,3,0,1611.0,490.0
32545,41,services,married,unknown,no,yes,no,cellular,11,may,105,1,336,failure,no,5,7,1,3,0,1,0,0,0,0,88.0,105.0
32546,42,technician,single,secondary,no,yes,no,cellular,11,may,189,1,-1,unknown,no,5,9,2,1,0,1,0,0,3,0,-853.0,189.0
32547,49,blue-collar,married,unknown,no,yes,no,cellular,11,may,143,2,347,failure,no,5,1,1,3,0,1,0,0,0,0,100.0,143.0
32548,32,unemployed,married,secondary,no,yes,no,cellular,11,may,18,6,172,success,no,5,10,1,1,0,1,0,0,2,0,314.0,18.0
32549,55,blue-collar,married,secondary,no,yes,no,cellular,11,may,149,1,259,failure,no,5,1,1,1,0,1,0,0,0,0,2059.0,149.0
32550,52,services,divorced,secondary,no,yes,yes,cellular,11,may,131,2,-1,unknown,no,5,7,0,1,0,1,1,0,3,0,43.0,131.0
32551,38,admin.,single,secondary,no,yes,yes,cellular,11,may,225,1,347,failure,no,5,0,2,1,0,1,1,0,0,0,3049.0,225.0
32552,50,blue-collar,married,secondary,no,yes,no,telephone,11,may,21,1,-1,unknown,no,5,1,1,1,0,1,0,1,3,0,372.0,21.0
32553,44,services,divorced,secondary,no,yes,no,cellular,11,may,151,2,370,failure,no,5,7,0,1,0,1,0,0,0,0,0.0,151.0
32554,27,services,single,tertiary,no,yes,no,cellular,11,may,105,3,-1,unknown,no,5,7,2,2,0,1,0,0,3,0,536.0,105.0
32555,45,admin.,married,primary,no,no,no,cellular,11,may,8,5,350,other,no,5,0,1,0,0,0,0,0,1,0,542.0,8.0
32556,58,admin.,divorced,secondary,no,yes,no,telephone,11,may,114,1,368,failure,no,5,0,0,1,0,1,0,1,0,0,3058.0,114.0
32557,40,technician,single,secondary,no,yes,yes,cellular,11,may,154,1,305,failure,no,5,9,2,1,0,1,1,0,0,0,3.0,154.0
32558,51,blue-collar,divorced,primary,no,yes,no,cellular,11,may,347,1,284,failure,no,5,1,0,0,0,1,0,0,0,0,602.0,347.0
32559,51,management,single,tertiary,yes,yes,no,cellular,11,may,281,2,266,failure,no,5,4,2,2,1,1,0,0,0,0,-55.0,281.0
32560,37,blue-collar,single,primary,no,yes,no,cellular,11,may,103,1,367,other,no,5,1,2,0,0,1,0,0,1,0,275.0,103.0
32561,35,admin.,married,primary,no,yes,no,cellular,11,may,95,1,-1,unknown,no,5,0,1,0,0,1,0,0,3,0,189.0,95.0
32563,43,services,single,tertiary,no,no,no,cellular,11,may,323,1,-1,unknown,no,5,7,2,2,0,0,0,0,3,0,553.0,323.0
32564,42,management,married,secondary,no,yes,no,cellular,11,may,465,1,364,other,no,5,4,1,1,0,1,0,0,1,0,1042.0,465.0
32565,41,blue-collar,married,secondary,no,yes,no,cellular,11,may,628,1,-1,unknown,no,5,1,1,1,0,1,0,0,3,0,1219.0,547.0
32566,28,services,single,secondary,no,yes,no,cellular,11,may,133,1,-1,unknown,no,5,7,2,1,0,1,0,0,3,0,117.0,133.0
32567,38,management,single,tertiary,no,yes,no,cellular,11,may,553,1,367,failure,no,5,4,2,2,0,1,0,0,0,0,493.0,547.0
